Time,Value
2.083333333333333e-05,70.3125
0.02135416666666667,656.25
0.0426875,140.625
0.06402083333333333,70.3125
0.08535416666666666,46.875
0.1066875,46.875
0.1280208333333333,46.875
0.1493541666666667,70.3125
0.1706875,46.875
0.1920208333333333,0
0.2133541666666667,23.4375
0.2346875,0
0.2560208333333333,0
0.2773541666666667,140.625
0.2986875,46.875
0.3200208333333333,46.875
0.3413541666666667,0
0.3626875,46.875
0.3840208333333333,117.1875
0.4053541666666667,0
0.4266875,46.875
0.4480208333333333,140.625
0.4693541666666667,656.25
0.4906875,0
0.5120208333333334,46.875
0.5333541666666667,140.625
0.5546875,0
0.5760208333333333,867.1875
0.5973541666666666,0
0.6186874999999999,0
0.6400208333333334,0
0.6613541666666667,70.3125
0.6826875,117.1875
0.7040208333333333,140.625
0.7253541666666666,140.625
0.7466874999999999,117.1875
0.7680208333333334,70.3125
0.7893541666666667,23.4375
0.8106875,93.75
0.8320208333333333,46.875
0.8533541666666666,46.875
0.8746875,70.3125
0.8960208333333334,46.875
0.9173541666666667,46.875
0.9386875,46.875
0.9600208333333333,70.3125
0.9813541666666666,46.875
1.0026875,46.875
1.024020833333333,70.3125
1.045354166666667,93.75
1.0666875,46.875
1.088020833333333,70.3125
1.109354166666667,46.875
1.1306875,70.3125
1.152020833333333,70.3125
1.173354166666667,70.3125
1.1946875,70.3125
1.216020833333333,46.875
1.237354166666667,46.875
1.2586875,70.3125
1.280020833333333,46.875
1.301354166666667,46.875
1.3226875,70.3125
1.344020833333333,46.875
1.365354166666667,70.3125
1.3866875,46.875
1.408020833333333,585.9375
1.429354166666667,0
1.4506875,70.3125
1.472020833333333,46.875
1.493354166666667,70.3125
1.5146875,46.875
1.536020833333333,70.3125
1.557354166666667,117.1875
1.5786875,468.75
1.600020833333333,140.625
1.621354166666667,46.875
1.6426875,23.4375
1.664020833333333,46.875
1.685354166666667,23.4375
1.7066875,46.875
1.728020833333333,164.0625
1.749354166666667,70.3125
1.7706875,46.875
1.792020833333333,375
1.813354166666667,46.875
1.8346875,23.4375
1.856020833333333,23.4375
1.877354166666667,70.3125
1.8986875,70.3125
1.920020833333333,23.4375
1.941354166666667,23.4375
1.9626875,46.875
1.984020833333333,70.3125
2.005354166666667,70.3125
2.0266875,23.4375
2.048020833333333,23.4375
2.069354166666667,70.3125
2.0906875,234.375
2.112020833333333,281.25
2.133354166666667,210.9375
2.1546875,304.6875
2.176020833333333,421.875
2.197354166666666,421.875
2.2186875,210.9375
2.240020833333333,445.3125
2.261354166666667,304.6875
2.2826875,281.25
2.304020833333333,585.9375
2.325354166666667,0
2.3466875,0
2.368020833333333,0
2.389354166666667,0
2.4106875,0
2.432020833333334,0
2.453354166666667,0
2.4746875,0
2.496020833333333,0
2.517354166666667,0
2.5386875,0
2.560020833333333,0
2.581354166666667,0
2.6026875,0
2.624020833333333,0
2.645354166666666,0
2.6666875,0
2.688020833333333,0
2.709354166666667,0
2.7306875,0
2.752020833333333,0
2.773354166666667,0
2.7946875,0
2.816020833333333,0
2.837354166666667,0
2.8586875,0
2.880020833333333,0
2.901354166666667,0
2.9226875,0
2.944020833333334,0
