Time,Value
2.083333333333333e-05,93.75
0.02135416666666667,234.375
0.0426875,46.875
0.06402083333333333,46.875
0.08535416666666666,70.3125
0.1066875,46.875
0.1280208333333333,46.875
0.1493541666666667,46.875
0.1706875,0
0.1920208333333333,46.875
0.2133541666666667,46.875
0.2346875,0
0.2560208333333333,70.3125
0.2773541666666667,46.875
0.2986875,46.875
0.3200208333333333,46.875
0.3413541666666667,46.875
0.3626875,46.875
0.3840208333333333,890.625
0.4053541666666667,46.875
0.4266875,46.875
0.4480208333333333,46.875
0.4693541666666667,492.1875
0.4906875,46.875
0.5120208333333334,46.875
0.5333541666666667,375
0.5546875,351.5625
0.5760208333333333,257.8125
0.5973541666666666,679.6875
0.6186874999999999,1242.1875
0.6400208333333334,46.875
0.6613541666666667,46.875
0.6826875,46.875
0.7040208333333333,46.875
0.7253541666666666,23.4375
0.7466874999999999,23.4375
0.7680208333333334,70.3125
0.7893541666666667,46.875
0.8106875,46.875
0.8320208333333333,23.4375
0.8533541666666666,23.4375
0.8746875,0
0.8960208333333334,46.875
0.9173541666666667,46.875
0.9386875,23.4375
0.9600208333333333,23.4375
0.9813541666666666,23.4375
1.0026875,23.4375
1.024020833333333,23.4375
1.045354166666667,0
1.0666875,23.4375
1.088020833333333,0
1.109354166666667,23.4375
1.1306875,23.4375
1.152020833333333,0
1.173354166666667,46.875
1.1946875,46.875
1.216020833333333,23.4375
1.237354166666667,0
1.2586875,23.4375
1.280020833333333,23.4375
1.301354166666667,46.875
1.3226875,0
1.344020833333333,23.4375
1.365354166666667,0
1.3866875,46.875
1.408020833333333,23.4375
1.429354166666667,0
1.4506875,0
1.472020833333333,0
