Time,Value
2.083333333333333e-05,93.75
0.02135416666666667,46.875
0.0426875,46.875
0.06402083333333333,210.9375
0.08535416666666666,234.375
0.1066875,70.3125
0.1280208333333333,210.9375
0.1493541666666667,140.625
0.1706875,70.3125
0.1920208333333333,140.625
0.2133541666666667,140.625
0.2346875,117.1875
0.2560208333333333,164.0625
0.2773541666666667,140.625
0.2986875,140.625
0.3200208333333333,70.3125
0.3413541666666667,117.1875
0.3626875,93.75
0.3840208333333333,117.1875
0.4053541666666667,93.75
0.4266875,117.1875
0.4480208333333333,328.125
0.4693541666666667,117.1875
0.4906875,140.625
0.5120208333333334,257.8125
0.5333541666666667,117.1875
0.5546875,328.125
0.5760208333333333,257.8125
0.5973541666666666,164.0625
0.6186874999999999,234.375
0.6400208333333334,281.25
0.6613541666666667,304.6875
0.6826875,234.375
0.7040208333333333,351.5625
0.7253541666666666,281.25
0.7466874999999999,70.3125
0.7680208333333334,187.5
0.7893541666666667,187.5
0.8106875,164.0625
0.8320208333333333,46.875
0.8533541666666666,234.375
0.8746875,46.875
0.8960208333333334,70.3125
0.9173541666666667,46.875
0.9386875,46.875
0.9600208333333333,70.3125
0.9813541666666666,187.5
1.0026875,117.1875
1.024020833333333,117.1875
1.045354166666667,398.4375
1.0666875,117.1875
1.088020833333333,210.9375
1.109354166666667,398.4375
1.1306875,210.9375
1.152020833333333,117.1875
1.173354166666667,210.9375
1.1946875,117.1875
1.216020833333333,210.9375
1.237354166666667,187.5
1.2586875,164.0625
1.280020833333333,187.5
1.301354166666667,164.0625
1.3226875,703.125
1.344020833333333,210.9375
1.365354166666667,140.625
1.3866875,140.625
1.408020833333333,140.625
1.429354166666667,140.625
1.4506875,117.1875
1.472020833333333,632.8125
1.493354166666667,539.0625
1.5146875,843.75
1.536020833333333,328.125
1.557354166666667,117.1875
1.5786875,656.25
1.600020833333333,773.4375
1.621354166666667,398.4375
1.6426875,70.3125
1.664020833333333,70.3125
1.685354166666667,70.3125
1.7066875,70.3125
1.728020833333333,468.75
1.749354166666667,468.75
1.7706875,515.625
1.792020833333333,328.125
1.813354166666667,140.625
1.8346875,539.0625
1.856020833333333,445.3125
1.877354166666667,398.4375
1.8986875,375
